Ticker,Market Cap,Outstanding,Float,Insider Own,Insider Trans,Inst Own,Inst Trans,Float Short,Short Ratio,Avg Volume,Price,Change,Volume
AACG,147230000.0,34430000.0,31740000.0,0.187,0.0,0.003,,0.01,0.05,5960000.0,4.63,-0.0868,145822.0
AACQ,752030000.0,72450000.0,,,,,,,0.16,2380000.0,10.38,-0.0326,2194931.0
AAL,14130000000.0,639680000.0,632660000.0,0.01,0.0,0.518,0.2072,0.1268,1.17,68660000.0,22.17,0.034,48892451.0
AAME,93650000.0,20440000.0,4080000.0,0.027999999999999997,0.0,0.057,0.028999999999999998,0.1036,0.19,2190000.0,4.43,-0.0574,55792.0
AAOI,230070000.0,23640000.0,18060000.0,0.069,-0.0231,0.496,0.0209,0.19140000000000001,4.31,801400.0,8.36,-0.030699999999999998,1040946.0
AAON,3850000000.0,52150000.0,41360000.0,0.183,-0.0003,0.725,-0.0031,0.0707,15.71,186230.0,74.09,-0.0111,142782.0
AAPL,2044590000000.0,16940000000.000002,16780000000.000002,0.0007000000000000001,-0.0509,0.598,,0.0053,0.83,106660000.0,122.06,-0.0245,112183302.0
AAWW,1680000000.0,27400000.0,27140000.0,0.01,-0.4523,,0.052300000000000006,0.1001,5.56,488960.0,57.19,0.011000000000000001,446515.0
AAXJ,,,,,,,,,,1220000.0,95.62,-0.0032,2076111.0
ABCB,3520000000.0,69230000.0,65670000.0,0.012,-0.0163,0.8640000000000001,0.013600000000000001,0.0269,4.39,402640.0,50.16,0.024300000000000002,866532.0
ABCL,9810000000.0,275070000.0,178400000.0,0.23399999999999999,0.0,0.381,,0.0163,2.54,1150000.0,35.67,-0.0613,492832.0
ABCM,5030000000.0,226690000.0,183250000.0,,,0.0137,,0.0005,0.5,167710.0,22.21,-0.031,80143.0
ABEO,221980000.0,93770000.0,84390000.0,0.005,-0.7744,0.344,-0.08960000000000001,0.035,0.69,4300000.0,2.19,-0.07200000000000001,3623924.0
ABGI,132180000.0,13100000.0,,,,,,,,685090.0,10.09,-0.0049,27896.0
ABIO,41460000.0,9320000.0,9280000.0,0.004,2.6016000000000004,0.08900000000000001,0.0447,0.0129,0.12,968700.0,4.27,-0.0553,977069.0
ABMD,13740000000.0,45200000.0,44180000.0,0.009000000000000001,-0.0719,0.972,-0.0014000000000000002,0.028999999999999998,3.81,336100.0,307.6,-0.054400000000000004,297038.0
ABNB,95680000000.0,530360000.0,94580000.0,0.135,0.0,0.797,0.239,0.1229,1.29,9040000.0,180.4,-0.05,10559484.0
ABST,715140000.0,49120000.0,33409999.999999996,0.0043,0.0,0.5028,,0.018000000000000002,4.71,127970.0,14.56,-0.0702,92824.0
ABTX,807300000.0,20440000.0,19040000.0,0.01,-0.1442,0.475,0.0242,0.0138,3.47,75960.0,39.0,0.0159,157414.0
ABUS,314020000.0,79490000.0,63550000.0,0.015,-0.0443,0.28800000000000003,-0.0727,0.0401,0.64,3950000.0,3.64,-0.0496,1738488.0
ACACU,,,,,,0.0836,,,0.02,97900.0,10.62,-0.0248,8581.0
ACAD,7290000000.0,159280000.0,157670000.0,0.001,-0.4836,0.958,-0.0115,0.038900000000000004,6.81,901130.0,47.44,0.010700000000000001,1614206.0
ACBI,454590000.0,21500000.0,20460000.0,0.024,0.0276,0.841,-0.0362,0.0097,2.52,78730.0,21.73,0.0313,85588.0
ACCD,2410000000.0,55320000.0,50720000.0,0.039,-0.0706,0.585,0.3651,0.0496,3.27,770100.0,44.21,-0.050499999999999996,871388.0
ACER,48710000.0,11510000.0,5120000.0,0.005,0.0,0.364,-0.0661,0.0246,0.14,879520.0,3.38,0.0596,191799.0
ACET,480800000.0,30260000.0,8560000.0,0.002,0.0,0.32,0.0369,0.018500000000000003,1.27,124430.0,15.59,-0.0102,197379.0
ACEV,234370000.0,23000000.0,,,,0.35710000000000003,,,0.47,1090000.0,10.19,-0.095,977628.0
ACEVU,,,,,,0.5443,,,0.0,44030.0,11.32,-0.0886,17241.0
ACGL,14570000000.0,402850000.0,393450000.0,0.029300000000000003,0.0,0.909,0.0148,0.0097,1.28,2970000.0,36.21,-0.0044,5343185.0
ACHC,4550000000.0,87910000.0,87250000.0,0.001,0.0,,-0.0287,0.062400000000000004,8.69,626330.0,55.04,-0.013600000000000001,529029.0
ACHV,70650000.0,6090000.0,3400000.0,0.0048,0.0,0.204,1.0182,0.1354,1.31,350750.0,11.45,0.0178,238601.0
ACIA,4900000000.0,42060000.0,39150000.0,0.06,-0.0246,0.866,-0.0638,0.1166,3.19,1430000.0,114.99,0.0,0.0
ACIU,530690000.00000006,71930000.0,34300000.0,0.46990000000000004,0.0,0.28600000000000003,-0.0277,0.0339,1.14,1020000.0,7.33,-0.051699999999999996,341752.0
ACIW,4320000000.0,116560000.0,114180000.0,0.01,-0.0334,,-0.008199999999999999,0.0335,5.36,713100.0,37.66,-0.0218,500981.0
ACKIT,,,3940000.0,,,,,0.0011,0.07,62550.0,10.02,0.001,102734.0
ACKIU,268320000.0,26050000.0,25820000.0,,,0.773,1.2144,0.0,0.0,150200.0,10.3,-0.0096,25331.0
ACLS,1280000000.0,33479999.999999996,32710000.0,0.009000000000000001,-0.3268,0.872,0.0128,0.027200000000000002,2.37,375120.0,38.47,0.013999999999999999,381571.0
ACMR,1920000000.0,18200000.0,11690000.0,0.022000000000000002,-0.5013000000000001,0.39399999999999996,0.0124,0.07400000000000001,2.56,338160.0,92.63,-0.0231,313157.0
ACNB,247520000.0,8700000.0,8390000.0,0.031,0.0397,0.244,0.0339,0.009000000000000001,3.89,19350.0,28.32,0.0291,11386.0
ACOR,62020000.0,47710000.0,9350000.0,0.013000000000000001,0.0,0.257,-0.391,0.0802,0.67,1120000.0,6.29,0.016200000000000003,226535.0
ACRS,1010000000.0,42800000.0,42280000.0,0.032,0.0,0.6990000000000001,0.24760000000000001,0.034300000000000004,0.45,3210000.0,21.98,-0.0546,359368.0
ACRX,220810000.0,113810000.0,88690000.0,0.012,0.0,0.258,0.29109999999999997,0.08810000000000001,1.35,5800000.0,1.88,-0.015700000000000002,2657998.0
ACST,117930000.0,179500000.0,179100000.0,0.0864,0.0,0.0166,,0.009899999999999999,0.03,52980000.0,0.66,-0.0621,17609884.0
ACTC,529190000.00000006,27750000.0,,,,,,,1.16,2930000.0,19.07,-0.0962,1481068.0
ACTCU,,,,,,0.8025,,,0.0,207950.0,22.38,-0.0987,5902.0
ACTG,360010000.0,48470000.0,46310000.0,0.019,0.015,0.6409999999999999,-0.0467,0.0278,1.13,1140000.0,6.86,-0.0352,1057999.0
ACWI,,,,,,,,,,3510000.0,93.0,-0.011000000000000001,4099014.0
ACWX,,,,,,,,,,1200000.0,55.08,-0.0042,1652062.0
ADAG,1020000000.0,42800000.0,5490000.0,,,,,0.001,0.01,537830.0,23.75,-0.033,70398.0
ADAP,871290000.0,154870000.0,11250000.0,0.001,1.1897,0.7659999999999999,-0.08259999999999999,0.13449999999999998,1.02,1480000.0,5.25,-0.0331,611663.0
ADBE,214440000000.0,481000000.0,476430000.0,0.001,-0.2502,0.858,-0.0077,0.0103,1.88,2610000.0,448.45,-0.038900000000000004,2803052.0
ADERU,,,,,,,,,0.01,389580.0,10.2,-0.010700000000000001,225624.0
ADES,113470000.0,18090000.0,17940000.0,0.0326,0.0,0.664,0.0658,0.044000000000000004,6.11,129360.00000000001,6.13,0.030299999999999997,319153.0
ADI,54550000000.0,369200000.0,368170000.0,0.001,-0.2853,0.9740000000000001,0.0296,0.0867,11.86,2690000.0,149.94,-0.0282,2665325.0
ADIL,37080000.0,13650000.0,11640000.0,0.065,0.0,0.10099999999999999,0.0271,0.0404,0.69,680820.0,2.35,-0.0675,313734.0
ADMA,226050000.0,87700000.0,70910000.0,0.004,0.041100000000000005,0.5329999999999999,-0.0219,0.1234,2.14,4099999.9999999995,2.35,-0.0084,3454398.0
ADMP,134370000.0,140280000.0,92940000.0,0.01,-0.1015,0.043,-0.1266,0.0444,0.21,19710000.0,1.01,-0.0901,6928845.0
ADMS,156820000.0,28620000.0,16950000.0,0.006999999999999999,-0.057300000000000004,0.687,0.0633,0.0545,1.37,671970.0,5.13,-0.024700000000000003,441495.0
ADN,686420000.0,46380000.0,40590000.0,0.048,0.0,0.099,-0.7051999999999999,0.0262,0.85,1250000.0,14.8,-0.0225,546992.0
ADOC,96110000.0,9550000.0,,0.0351,0.0,,,,0.02,83220.0,10.06,0.006,34753.0
ADP,75320000000.0,427400000.0,427090000.0,0.001,-0.40990000000000004,0.816,-0.0102,0.0098,2.37,1770000.0,174.49,-0.0026,1716284.0
ADPT,6830000000.0,137000000.0,128949999.99999999,0.013000000000000001,-0.8284,0.831,0.0246,0.0235,3.49,866220.0,50.16,-0.0555,1532980.0
ADRE,,,,,,,,,,28650.0,59.6,-0.011399999999999999,35454.0
ADSK,60940000000.0,219600000.0,218580000.0,0.001,-0.0139,0.9259999999999999,-0.0092,0.0089,1.4,1390000.0,269.3,-0.031,1404092.0
ADTN,817670000.0,47960000.0,47500000.0,0.016,0.0,0.9279999999999999,0.002,0.032400000000000005,4.56,336690.0,16.79,-0.0118,217519.0
ADTX,45010000.0,14000000.0,9620000.0,0.2502,0.0,0.053,-0.1492,0.0797,0.19,4050000.0,3.1,-0.0373,687566.0
ADUS,1630000000.0,15620000.0,15580000.0,0.01,-0.7615999999999999,,-0.0034999999999999996,0.02,3.26,95640.0,97.73,-0.061500000000000006,130660.0
ADV,2960000000.0,56250000.0,,0.6559999999999999,0.0,0.249,1.5034,,3.67,1050000.0,9.2,-0.0202,815531.0
ADVM,1070000000.0000001,88870000.0,61610000.0,0.002,0.0329,0.981,-0.0011,0.1536,9.84,961550.0,11.3,-0.07,850316.0
ADXN,61720000.0,5640000.0,260000.0,,,0.0042,,0.016200000000000003,0.03,126130.0,10.95,-0.0557,9004.0
ADXS,90310000.0,108740000.0,105820000.0,0.0009,0.0,0.156,0.0545,0.050499999999999996,0.37,14370000.0,0.77,-0.0758,8906374.0
AEACU,,,,,,,,,0.07,413040.0,10.12,0.0,169220.0
AEGN,792950000.0,30770000.0,29500000.0,0.028999999999999998,-0.0022,0.956,-0.0335,0.0255,3.35,224060.0,25.72,-0.0031,273023.0
AEHL,11270000.0,3700000.0,2340000.0,0.27690000000000003,0.0,0.0087,,0.07629999999999999,0.19,951880.0,3.05,-0.09230000000000001,500707.0
AEHR,68340000.0,23400000.0,20190000.0,0.064,0.0,0.212,-0.1069,0.0096,0.29,662010.0,2.81,-0.0377,224598.0
AEI,114180000.0,9120000.0,770000.0,,,0.003,4.1045,0.0106,0.03,259380.0,12.52,-0.0808,325903.0
AEIS,3910000000.0,38290000.0,37740000.0,0.005,-0.0262,,0.0026,0.028300000000000002,3.63,294910.0,105.26,-0.015700000000000002,159491.0
AEMD,27970000.0,12090000.0,11810000.0,0.008,-0.20809999999999998,0.053,-0.4728,0.0519,0.28,2210000.0,2.19,-0.013500000000000002,176754.0
AEP,38620000000.0,496440000.0,496110000.0,0.0001,-0.6644,0.7559999999999999,-0.0155,0.0128,2.1,3030000.0,76.32,-0.0017000000000000001,2932977.0
AERI,787090000.0,45950000.0,45760000.0,0.022000000000000002,-0.032799999999999996,,-0.048499999999999995,0.1533,10.04,698770.0,19.56,-0.0121,950835.0
AESE,100600000.0,29630000.0,18590000.0,0.17300000000000001,0.235,0.027999999999999997,0.9401999999999999,0.0223,0.13,3180000.0,2.5,0.0373,17936372.0
AEY,36510000.0,12150000.0,7120000.0,0.019,-0.7698999999999999,0.045,-0.1069,0.0292,0.86,241700.0,2.98,-0.0132,41468.0
AEYE,324110000.0,9390000.0,4630000.0,0.064,-0.0009,0.16,0.044000000000000004,0.0559,1.71,151000.0,30.78,-0.0278,145064.0
AEZS,116450000.0,116260000.0,62650000.0,0.006,0.0,0.214,0.009300000000000001,0.0555,0.2,17290000.0,1.04,-0.06309999999999999,6360190.0
AFBI,86020000.0,6870000.0,3270000.0,0.035,0.0,0.037000000000000005,-0.1791,0.003,0.25,38340.0,11.2,0.0027,29030.0
AFIB,543500000.0,16079999.999999998,15400000.0,0.0226,0.0,0.9790000000000001,0.11939999999999999,0.1517,9.95,234770.0,19.39,-0.07490000000000001,234358.0
AFIN,1060000000.0,108440000.0,108350000.0,0.001,0.0,0.513,0.0394,0.0311,6.03,558650.0,9.63,0.0519,901806.0
AFINO,,,107950000.0,,,,,0.0,0.05,58050.0,25.08,0.0002,7649.0
AFMD,556860000.0,86030000.0,82400000.0,0.0641,0.0,0.563,0.226,0.0877,4.0,1810000.0,5.6,-0.0123,1393270.0
AFRM,22490000000.0,260550000.0,120700000.0,0.087,0.0037,,,0.021400000000000002,0.59,4360000.0,86.31,-0.059800000000000006,6065590.0
AFYA,2069999999.9999998,93120000.0,36580000.0,0.19140000000000001,0.0,0.682,-0.0342,0.0316,4.69,246670.0,22.14,-0.016399999999999998,198494.0
AGCUU,,,,,,0.0622,,,0.03,89400.0,12.05,-0.1011,87455.0
AGEN,660090000.0,182670000.0,173550000.0,0.002,0.0,0.565,0.044800000000000006,0.13720000000000002,8.05,2960000.0,3.39,-0.0724,3546217.0
AGFS,135930000.0,51000000.0,30240000.0,0.009000000000000001,0.0,0.726,-0.0087,0.024399999999999998,3.8,194250.0,2.45,-0.0121,101435.0
AGFY,221110000.0,18050000.0,8140000.000000001,0.006999999999999999,0.0,,,0.0139,0.08,1360000.0,12.25,-0.0331,942030.0
AGIO,3390000000.0,69270000.0,61510000.0,0.003,-0.0011,0.9690000000000001,-0.0037,0.09230000000000001,6.43,883440.0,46.1,-0.0576,839935.0
AGLE,371920000.0,62240000.0,46710000.0,0.0253,0.0,0.94,0.0641,0.0384,7.92,226340.0,7.82,0.009000000000000001,340720.0
AGMH,347570000.0,21430000.0,2830000.0,0.5451,0.0,0.001,0.1007,0.0025,1.14,6240.0,15.9,-0.0069,5298.0
AGNC,8700000000.0,553200000.0,539820000.0,0.006,0.0,0.544,-0.0767,0.0194,1.64,6380000.0,15.99,-0.009300000000000001,6332805.0
AGRX,223190000.0,87350000.0,67099999.99999999,0.002,0.051100000000000007,0.517,0.0355,0.035,1.8,1300000.0,2.41,-0.0659,1802191.0
AGTC,241240000.0,42660000.0,36250000.0,0.0102,0.0,0.373,-0.1531,0.0449,0.6,2730000.0,5.42,-0.06709999999999999,2029417.0
AGYS,1380000000.0,23430000.0,21840000.0,0.021,-0.038599999999999995,,-0.0138,0.0308,3.67,183470.0,59.21,-0.0352,278290.0
AGZD,,,,,,,,,,23280.0,47.33,0.0006,36686.0
AHAC,137740000.0,12860000.0,7860000.0,,,0.426,4.3641000000000005,0.0006,0.01,375350.0,10.82,-0.05,732479.0
AHACU,,,,0.029500000000000002,,0.7927,,,0.15,62570.0,12.3,-0.0315,18857.0
AHCO,3000000000.0,57370000.0,55410000.0,0.015,-0.5646,0.47600000000000003,0.21739999999999998,0.023399999999999997,1.39,931960.0,30.49,-0.0507,1555297.0
AHPI,20630000.0,4010000.0,2810000.0,0.055,-0.2495,0.071,-0.2529,0.1229,0.58,596970.0,4.96,0.004,64644.0
AIA,,,,,,,,,,297750.0,95.68,-0.0031,213419.0
AIH,172200000.0,23610000.0,23610000.0,,,0.040999999999999995,-0.0331,0.0009,0.13,173060.0,7.11,-0.03,205484.0
AIHS,71100000.0,43820000.0,34930000.0,0.3282,0.0,0.008,-0.0471,0.013500000000000002,0.13,3630000.0,1.34,-0.0946,1494654.0
AIKI,98070000.0,34990000.0,34080000.0,0.0562,0.0,0.032,-0.4178,0.0203,0.04,18550000.0,1.16,-0.041299999999999996,7396450.0
AIMC,3930000000.0,64599999.99999999,64010000.00000001,0.004,-0.2977,,-0.0021,0.0183,3.0,391620.0,60.49,-0.0058,340864.0
AINV,925780000.0,65260000.00000001,64930000.00000001,0.002,0.1343,0.355,-0.003,0.0252,3.27,499260.0,14.3,0.0049,291245.0
AIQ,,,,,,,,,,68780.0,28.36,-0.024399999999999998,31945.0
AIRG,239420000.0,9770000.0,9110000.0,0.057999999999999996,-0.09970000000000001,0.574,0.0332,0.0596,2.39,227210.0,23.87,-0.0004,261962.0
AIRR,,,,,,,,,,27570.0,39.33,0.006500000000000001,59968.0
AIRT,79260000.0,2880000.0,1530000.0,0.027999999999999997,1.8063999999999998,0.262,-0.1374,0.0077,0.1,112890.0,25.65,-0.0379,18493.0
AKAM,15370000000.0,162760000.0,159110000.0,0.003,-0.062400000000000004,0.938,0.0054,0.048600000000000004,3.79,2040000.0,93.41,-0.0256,1886411.0
AKBA,488550000.0,145160000.0,142950000.0,0.0109,-0.0558,0.73,-0.0147,0.1843,3.78,6970000.0,3.37,-0.0453,4864744.0
AKER,26390000.0,7630000.0,7450000.0,0.1605,0.0,0.251,1.7509000000000001,0.1361,1.17,864560.0,2.91,-0.0332,358975.0
AKIC,,,,,,,,,,92200.0,10.09,-0.0726,20695.0
AKICU,,,,,,,,,0.0,313930.0,10.3,-0.0029,31562.0
AKRO,1090000000.0,34000000.0,29750000.0,0.016,-0.0557,0.966,0.0294,0.0717,7.57,282060.0,31.99,0.0663,403185.0
AKTS,677690000.0,39450000.0,37960000.0,0.07,-0.1448,0.382,0.1754,0.1241,4.83,976160.0,14.06,-0.0545,538519.0
AKTX,112450000.0,33870000.0,18750000.0,0.2688,0.0,0.21100000000000002,0.0219,0.0019,0.11,308620.0,2.95,-0.042199999999999994,115854.0
AKUS,701010000.0,34380000.0,19070000.0,0.0341,-0.45049999999999996,0.9390000000000001,-0.0048,0.1107,12.9,163640.0,20.82,-0.0086,203681.0
ALAC,48740000.0,4340000.0,1440000.0,0.2159,0.0,0.107,-0.8641,0.030600000000000002,0.24,185510.0,10.76,-0.046900000000000004,76536.0
ALBO,661820000.0,19110000.0,16030000.000000002,0.008,2.0379,0.948,-0.0134,0.09029999999999999,6.38,226790.0,34.47,-0.0363,167239.0
ALCO,228410000.0,7500000.0,4400000.0,0.267,-0.0443,0.48100000000000004,0.009000000000000001,0.0143,2.05,30630.0,29.78,-0.0053,34964.0
ALDX,528570000.00000006,37800000.0,31080000.0,0.022799999999999997,2.3953,0.532,-0.0548,0.0557,1.53,1130000.0,11.91,-0.0418,551617.0
ALEC,1270000000.0,79010000.0,69090000.0,0.003,-0.33140000000000003,0.753,-0.044500000000000005,0.0731,8.75,577420.0,16.41,-0.0364,396470.0
ALGM,5160000000.0,124360000.0,83760000.0,0.535,-0.1426,0.401,,0.0265,2.07,1070000.0,26.65,-0.0108,780484.0
ALGN,40780000000.0,78820000.0,72610000.0,0.003,-0.5141,0.877,-0.016,0.0177,2.39,536960.0,527.43,-0.0635,831826.0
ALGS,898490000.0,37220000.0,28020000.0,0.165,0.0,0.779,,0.0487,8.46,161390.0,24.14,-0.0258,44274.0
ALGT,4050000000.0,16010000.000000002,13610000.0,0.154,-0.08650000000000001,0.88,-0.0016,0.0323,2.87,153140.0,250.56,-0.006500000000000001,206450.0
ALIM,46250000.0,5070000.0,4000000.0,0.025,0.0278,0.447,0.0068000000000000005,0.0345,1.41,98210.0,8.2,-0.0889,79944.0
ALJJ,60860000.0,42320000.0,18340000.0,0.209,-0.03,0.039,0.1383,0.0029,0.04,1470000.0,1.4,-0.041100000000000005,243439.0
ALKS,3030000000.0,159160000.0,157660000.0,0.009000000000000001,-0.0252,,0.0216,0.0716,8.11,1390000.0,18.64,-0.0287,1356133.0
ALLK,5710000000.0,48950000.0,47080000.0,0.012,-0.2151,0.7090000000000001,0.077,0.063,9.42,315010.0,111.38,-0.04,187044.0
ALLO,4380000000.0,129800000.00000001,70090000.0,0.01,-0.17739999999999997,0.644,0.0508,0.15810000000000002,12.21,907440.0,33.08,-0.044199999999999996,1025183.0
ALLT,533419999.99999994,35320000.0,33500000.0,0.163,0.0,0.6970000000000001,-0.11410000000000001,0.0139,1.17,398710.0,15.28,-0.0255,159906.0
ALNA,80030000.0,36260000.0,26170000.0,0.009000000000000001,-0.28350000000000003,0.442,0.3031,0.0345,0.37,2470000.0,1.66,-0.0178,1053359.0
ALNY,16710000000.0,116280000.0,116040000.0,0.003,-0.35,0.9359999999999999,-0.0039000000000000003,0.0304,5.1,690980.0,144.32,-0.053099999999999994,500703.0
ALOT,84160000.0,7120000.0,6840000.0,0.001,0.0,0.502,0.008100000000000001,0.0052,2.11,16810.0,11.64,0.0101,39986.0
ALPN,306310000.0,22280000.0,17060000.0,0.023,-0.6942,0.552,0.0463,0.022099999999999998,2.66,141610.0,13.22,-0.003,278335.0
ALRM,4320000000.0,49270000.0,44500000.0,0.012,-0.32689999999999997,0.968,0.005,0.0613,6.15,443320.0,87.05,-0.0446,300179.0
ALRN,125250000.0,39320000.0,36210000.0,0.3156,0.4928,0.155,-0.038599999999999995,0.0341,0.29,4220000.0,1.45,-0.0584,1415365.0
ALRS,507100000.0,17120000.0,14690000.0,0.033,0.0,0.381,0.0113,0.0092,4.9,27570.0,29.06,-0.0038,33650.0
ALSK,177450000.0,54120000.0,50260000.0,0.039,-0.08039999999999999,0.625,0.1793,0.0279,1.67,840770.0,3.28,0.0031,458982.0
ALT,512720000.0,36370000.0,26850000.0,0.013000000000000001,-0.0806,0.621,-0.0593,0.09390000000000001,1.46,1730000.0,14.37,-0.0882,1730337.0
ALTA,679220000.0,18800000.0,11450000.0,0.019,-0.11259999999999999,0.441,0.0398,0.0235,5.74,46800.0,35.58,0.0192,50282.0
ALTM,919840000.0,3750000.0,3650000.0,0.006,0.0506,0.382,-0.1067,0.0571,2.98,69870.0,53.51,-0.0034999999999999996,34515.0
ALTO,484440000.0,58500000.0,56330000.0,0.03,0.0,0.385,0.3435,0.0933,1.2,4390000.0,6.89,-0.0282,2790173.0
ALTR,4310000000.0,73310000.0,42390000.0,0.006,-0.8217,0.966,0.0271,0.1107,16.01,293190.0,62.5,-0.0181,321719.0
ALTU,328800000.0,30000000.0,,,,,,,0.04,1170000.0,10.96,-0.0318,2273641.0
ALTUU,,,,,,,,,0.0,226950.0,12.01,-0.061,183065.0
ALTY,,,,,,,,,,17180.0,12.39,-0.0064,11116.0
ALVR,2660000000.0,61660000.0,27460000.0,0.107,-0.0525,0.363,0.10679999999999999,0.0719,6.98,282850.0,37.11,-0.019799999999999998,257792.0
ALXN,32770000000.000004,219200000.0,218930000.0,0.003,-0.0371,0.9129999999999999,-0.0192,0.0361,2.49,3170000.0,148.19,-0.014499999999999999,3431835.0
ALXO,3410000000.0,37110000.0,23760000.0,0.013999999999999999,0.0364,0.82,0.16670000000000001,0.0327,3.45,225150.0,83.86,0.0062,191496.0
ALYA,112360000.0,51070000.0,41750000.0,0.266,0.0,0.4052,,0.0004,0.04,411570.0,2.2,-0.024399999999999998,77275.0
AMAL,592310000.0,31050000.0,29560000.0,0.0012,0.0,0.39799999999999996,-0.011699999999999999,0.0051,2.36,63300.0,19.42,0.054299999999999994,194681.0
AMAT,101790000000.0,915000000.0,908040000.0,0.005,-0.0002,0.8290000000000001,0.0009,0.0106,1.28,7510000.0,115.44,-0.0175,7241730.0
AMBA,4010000000.0,34820000.0,33540000.0,0.046,-0.1024,0.78,0.0305,0.0636,2.85,748770.0,113.33,-0.0033,3744096.0
AMCX,2290000000.0,52350000.0,27640000.0,0.022000000000000002,-0.0101,,-0.1162,0.2902,6.26,1280000.0,68.74,0.023799999999999998,1099812.0
AMD,94850000000.0,1210000000.0,1190000000.0,0.005,-0.1617,0.778,0.0537,0.0678,1.91,42220000.0,80.86,-0.038900000000000004,43412832.0
AMED,8220000000.000001,32830000.0,31700000.0,0.016,-0.0366,0.904,0.0025,0.0137,2.66,163930.0,241.62,-0.0432,246433.0
AMEH,1330000000.0,36370000.0,28570000.0,0.015,0.023,0.099,0.037200000000000004,0.0143,4.9,83580.0,24.76,-0.0194,48630.0
AMGN,130830000000.00002,580000000.0,576520000.0,0.001,-0.022799999999999997,0.775,-0.015300000000000001,0.0151,3.52,2470000.0,223.94,-0.0078000000000000005,2610547.0
AMKR,5160000000.0,242340000.0,92820000.0,0.303,-0.1522,0.397,0.006500000000000001,0.0321,1.49,2000000.0,22.25,-0.0215,1706870.0
AMNB,361010000.0,10970000.0,10330000.0,0.036000000000000004,0.0,0.381,0.025099999999999997,0.0108,4.94,22660.0,32.7,0.023799999999999998,27833.0
AMOT,481070000.0,9510000.0,7640000.0,0.109,-0.0786,0.595,0.0431,0.0152,3.45,33700.0,48.3,-0.01,16349.0
AMPG,20200000.0,50960000.0,2550000.0,,,,,0.0,0.0,142790.0,8.28,-0.013000000000000001,222331.0
AMPH,861970000.0,47500000.0,36410000.0,0.051,-0.07780000000000001,0.565,-0.0015,0.0701,11.92,214130.0,17.78,0.0236,212036.0
AMRB,88440000.0,5880000.0,5220000.0,0.025,0.0,0.5479999999999999,-0.0055000000000000005,0.0043,1.26,17970.0,14.99,-0.011899999999999999,7314.0
AMRK,197400000.0,7060000.0,4790000.0,0.032,-0.40509999999999996,0.319,0.13119999999999998,0.0271,1.44,90060.0,28.65,-0.0076,322992.0
AMRN,2340000000.0,390730000.0,376500000.0,0.01,-0.22760000000000002,0.397,0.0029,0.0535,2.49,8080000.0,5.83,-0.0332,6692689.0
AMRS,4179999999.9999995,227270000.0,154200000.0,0.3301,0.0,0.42200000000000004,-0.0453,0.1414,4.04,5400000.0,17.43,-0.1263,8006106.0
AMSC,644620000.0,25470000.0,24760000.0,0.031,-0.0547,0.693,0.24109999999999998,0.0525,2.74,473740.0,23.08,-0.0779,261305.0
AMSF,1190000000.0,19310000.0,18990000.0,0.004,-0.07400000000000001,,-0.0045000000000000005,0.0108,2.31,89040.0,60.0,0.0262,54283.0
AMST,141950000.0,20430000.0,9170000.0,0.21100000000000002,0.0,0.004,-0.184,0.0008,0.06,112200.0,6.4,-0.0078000000000000005,24734.0
AMSWA,652600000.0,32490000.000000004,23540000.0,0.008,-0.15380000000000002,,0.0138,0.0273,5.09,126030.0,20.0,0.0055000000000000005,115263.0
AMTB,693860000.0,41720000.0,24360000.0,0.015,0.017,0.341,0.0229,0.0091,5.47,40530.0,17.39,0.059699999999999996,84364.0
AMTI,2390000000.0,34770000.0,24540000.0,0.2966,0.0,0.816,0.2134,0.09210000000000002,18.63,121240.0,58.64,-0.0196,144872.0
AMTX,382060000.0,20860000.0,19620000.0,0.10189999999999999,0.0,0.418,0.40909999999999996,0.0667,0.27,4900000.0,17.39,0.024700000000000003,4998959.0
AMWD,1620000000.0,16990000.0,16810000.0,0.0111,-0.0184,0.976,0.023399999999999997,0.011899999999999999,1.78,112830.0,93.52,-0.008100000000000001,84150.0
AMYT,516740000.0,35760000.0,12400000.0,,,0.24230000000000002,,0.0013,0.81,19600.0,14.45,-0.0028000000000000004,12147.0
AMZN,1495710000000.0,500000000.0,432190000.0,0.106,-0.019,0.589,0.0067,0.0088,1.04,3650000.0,3005.0,-0.028900000000000002,3949681.0
ANAB,710360000.0,27350000.0,25590000.0,0.003,0.35600000000000004,,-0.0327,0.1461,10.32,362400.0,28.69,0.04019999999999999,276725.0
ANAT,2630000000.0,26880000.0,20560000.0,0.001,0.2509,0.69,0.1007,0.0026,1.42,37070.0,95.61,0.041299999999999996,34825.0
ANCN,27380000.0,7420000.0,3090000.0,0.0382,0.0,0.0346,,0.061500000000000006,0.07,2810000.0,3.69,0.0336,319510.0
ANDA,46180000.0,3620000.0,2190000.0,0.2863,0.0,0.48100000000000004,-0.6786,0.0537,2.35,50120.0,10.15,-0.0203,55204.0
ANDE,895780000.0,32979999.999999996,30790000.0,0.027000000000000003,-0.0004,0.77,0.0223,0.0163,2.8,178790.0,26.2,-0.0011,205922.0
ANGI,7450000000.0,499910000.0,77080000.0,0.015,-0.1116,,0.020099999999999996,0.1191,3.49,2630000.0,14.81,-0.04019999999999999,1773987.0
ANGL,,,,,,,,,,2210000.0,31.98,-0.004699999999999999,3033465.0
